Load_NO,Load_SE,Load_FI,Load_DK,Load_IE,Load_UK,Load_NL,Load_BE,Load_LU,Load_DE,Load_PL,Load_LV,Load_EE,Load_LT,Load_CZ,Load_AT,Load_SK,Load_HU,Load_FR,Load_CH,Load_IT,Load_SI,Load_HR,Load_RO,Load_BG,Load_GR,Load_ES,Load_PT
19740,19625,10016,4568,4402.5,32880,14341.25,10971.25,708.5,67864.75,24171,972,1217,1693,9385,9618.5,3638,5969.5,65035,8034,40856,1773,2375.25,7295.75,5626,5990,31972,7254
19963,20144,10143,4516,4337.5,33578.5,14386.5,10739.5,698.5,66600,23714,973,1209,1667,9365,9503.25,3574,6081.75,63849,7352,40951,1783,2319.25,7302.25,5740,5961,31482,7333
20427,20483,10375,4696,4443.5,35419,14672.25,10759.5,689.75,65797.5,23885,995,1252,1711,9275,9420.5,3693,6163.75,62364,7191,41220,1844,2386.75,7544,6032,6327,31456,7319
20652,21105,10326,5117,4528.5,37851.5,15563.5,11203.75,699,67223.25,24453,1000,1241,1713,9397,9648.75,3723,6319.25,63378,6901,42318,1951,2612.5,7779.25,6342,6982,32054,7345
20175,21306,10312,4998,4724.5,37204.5,15418,11554.75,728,67508.25,24150,955,1202,1657,9214,9484.25,3683,6302,68366,7584,43371,1944,2657.75,7804,6290,7151,33776,7481
20080,21071,10167,4701,4856.5,35278,14807.75,11102.5,707.5,65914.25,24075,912,1170,1590,9158,9083,3663,6248.25,69582,7652,43059,1972,2699.75,7648.5,6032,7078,36162,8301
19947,20954,9865,4436,4729,32552,14153,10510.25,661.25,62573,23473,845,1115,1503,8875,8501.75,3556,6072,66417,7410,40758,1914,2650,7271.75,5776,6670,37146,8842
19646,20230,9996,4309,4565.5,29192,13310.5,9959.5,614.75,59720.25,22135,775,1038,1371,8433,7942,3347,5847,62931,7083,37640,1802,2584.5,6761.5,5624,6067,36333,8816
19194,19325,9786,4180,4274,25468.5,12466.5,9859.5,589,56631,20721,705,966,1259,8065,7728.5,3161,5592.25,62678,7083,33808,1666,2391.75,6267,5252,5476,33174,8346
18604,18294,9509,3967,3914,22620.5,11714.25,9550.5,550.5,53326.75,19440,647,908,1192,7617,7236.5,3019,5330,62511,7154,30494,1546,2141,5992.75,4634,4979,29646,7743
18364,17609,9306,3794,3665.5,22048.5,11003.5,9021,516.5,50618,18311,617,891,1159,7295,6993,2899,5073.75,60419,7489,27683,1453,1889,5825.5,4404,4588,27394,6844
18200,17198,9167,3813,3471.5,21590,10579.5,8598,492,49424.5,17737,600,883,1145,7385,6744,2793,4836,59377,7409,26001,1395,1735.5,5699.75,4266,4503,25397,6067
18179,17238,9160,3798,3276.5,20712.5,10244,8328.5,482,49197.25,17470,604,879,1141,7273,6596,2805,4671.5,58983,7399,25341,1395,1679,5649.25,4221,4434,24284,5595
18304,17355,9233,3794,3145.5,19979,10099.75,8191.75,479.5,49819.5,17603,603,884,1156,7220,6482,2795,4615.75,56676,7402,25044,1405,1663.75,5752,4247,4397,23752,5293
17946,17592,9623,3880,3073.5,19657,10183.5,8203,483,51060.25,17918,647,920,1228,7397,6622.25,2883,4735,55581,7399,25547,1440,1698,5932.25,4400,4541,23754,5179
18183,18254,10189,3982,3063.5,21023.5,10531,8664,515,53711,18829,763,1037,1437,7878,7181,3077,5129,57864,7176,27407,1564,1850,6475,4831,4991,24452,5138
19444,19990,10595,4438,3067,25637,11624,9447.5,589.5,60297.5,21354,884,1162,1602,8848,8162.75,3520,5889.25,63383,7707,33057,1881,2211.75,7330,5347,5801,27537,5244
20585,21320,10701,4864,3388,31014,13169.25,10437.75,666,66024,23078,970,1247,1735,9319,9088,3721,6188.25,68476,7967,39254,2036,2489,7836.75,5797,6370,32522,5757
20884,21440,10655,5002,3945.5,33263,14278,10911.75,705.5,68767.25,23990,1017,1288,1816,9540,9440.75,3841,6274.5,70206,8586,43435,2054,2611,8000.5,5841,6641,34832,6616
20890,21465,10652,5033,4317.5,34008,14656.75,11105.25,724.5,69619,24457,1014,1292,1811,9772,9528.25,3950,6275.75,69789,8453,44216,1932,2610.25,7867.75,5535,6374,35068,7528
20863,21288,10628,4990,4372.5,33403.5,14410.75,11056.25,734.25,70089.5,24580,991,1278,1806,9826,9529.75,3845,6300.25,68735,7163,42743,1885,2521,7686.25,5336,6185,34354,7821
20643,20608,10540,4888,4367,32811,14063.75,11180.75,739,71039.75,24889,948,1253,1739,9775,9354,3949,6302.5,67660,7364,41446,1807,2502.75,7574,5191,6427,33142,7683
20353,20309,10398,4890,4327.5,32741,13877,10905,732.75,69354.5,24953,967,1271,1719,9749,9206.5,3914,6315.5,65648,7072,38768,1795,2475.25,7504.5,5129,6354,32383,7592
20061,19878,10591,4841,4303,32252.5,13774.75,10842,720,68398.5,25118,968,1248,1687,9792,9069.5,3861,6327.5,63490,7647,38590,1808,2406,7386.25,5131,6083,31745,7335
19915,19924,10617,4741,4278,32046,13803.5,10632.25,699.5,66726.5,24737,952,1236,1664,9528,8890.25,3819,6388.25,62643,7431,40032,1749,2339.5,7326,5253,6028,31090,7122
20248,19954,10742,4609,4223.5,32721.5,13880.5,10531,676.75,66017,24373,937,1226,1640,9413,8872.75,3734,6475.5,61134,7592,40669,1787,2332,7436,5441,6016,30560,7177
20297,20292,11042,4620,4227.5,34637,14161.75,10551.5,671,65293.25,24307,959,1268,1693,9192,8939.75,3823,6503.5,59424,7767,40701,1848,2423.75,7653,5767,6479,30406,7085
20581,20778,11042,5019,4288,37679.5,15128,10840.25,692.75,67333.25,24732,964,1255,1696,9161,9090.75,3832,6538.75,60608,7704,41365,1902,2592,7959.75,6142,7108,30923,7060
20504,20246,11027,4935,4460,37682.5,15137.5,11146,707.75,67449.5,24308,932,1195,1651,8916,9004.5,3751,6412.25,65365,7225,42438,1931,2612.5,7889.75,6126,7297,32347,7173
20314,19466,10796,4629,4658.5,36020.5,14457.75,10636,689.25,65236.75,23928,912,1182,1593,8779,8542,3668,6280.25,66521,6946,42145,1922,2606.25,7693,5842,7176,34450,7957
19762,18869,10429,4265,4500,33597,13764.25,10090.5,643.75,61507.75,23208,857,1129,1512,8419,7968.5,3574,6050.5,63753,7364,39827,1835,2518.5,7290.25,5572,6761,35060,8401
19154,18227,10493,4056,4334.5,30784.5,12929.75,9643,598,58715.25,21835,791,1067,1416,7912,7429.25,3362,5835.25,60947,7001,36618,1693,2456,6707.75,5433,6218,34272,8356
18761,17778,10282,3990,4089,27651,12192.25,9576,573.25,56173.5,20507,726,998,1313,7472,7236.75,3177,5617.5,60891,7582,33040,1576,2283,6339,5120,5717,31651,7961
18422,17211,9937,3780,3788,24672,11523.5,9448.5,541,52790,19325,674,943,1229,7061,6854,3010,5354.25,60836,7503,29895,1491,2056.5,6033.75,4758,5295,29024,7460
18207,17255,9688,3733,3635,24158,11016,8904.25,508.75,50045.5,18195,627,911,1204,6634,6571.5,2873,4972,58339,7375,27369,1394,1850.25,5834.5,4524,4783,27122,6693
18089,17066,9511,3671,3464.5,23631.5,10571.25,8407.5,484.75,47490.5,17539,617,896,1180,6474,6279.25,2746,4731.5,56716,7350,25548,1375,1698.75,5736.5,4372,4629,25146,6018
18007,16738,9419,3554,3267,22485,10294,8143.25,469.75,46009.75,17158,600,883,1169,6446,6112.75,2751,4521,55659,7864,24616,1326,1617,5661,4275,4517,23733,5531
17959,16621,9427,3448,3154.5,21545,10103.75,7944,462.5,45444,17101,606,874,1165,6563,5994,2727,4405.75,53005,7810,24181,1321,1611.5,5675.25,4258,4448,22899,5204
17875,16837,9566,3426,3066,20930.5,10070,7820,460.25,45232.25,17324,622,891,1182,6608,6031.75,2764,4444.5,51280,7759,23935,1341,1639.75,5756.5,4362,4449,22422,5045
17864,17265,9815,3456,3042,21161,10154.75,7986,470.25,45448.5,17390,658,930,1247,6716,6312.25,2821,4538.5,51718,7783,24670,1360,1711,5945.75,4530,4734,22252,4930
18293,17827,10023,3615,3039,23040.5,10521.25,8346.75,480,46591.75,18144,718,972,1316,7004,6667.5,2920,4815.75,53362,7850,27278,1521,1907.25,6281.25,4838,5081,23008,4932
19013,18678,10153,3867,3161,25546,11129,8666.75,507.75,49107.25,18864,764,1027,1399,7296,7165.75,3031,5117,55667,7969,30110,1627,2033.25,6721.5,5335,5681,24559,5109
19590,19741,10255,4096,3351.5,28431,11864.25,9184,529.75,52004.5,20360,828,1094,1510,7655,7564,3216,5364.5,57853,7526,32527,1692,2208.75,7057.75,5563,6301,26050,5323
19902,19927,10360,4159,3539.5,30419,12191.5,9747,561.5,54707.5,21402,859,1144,1554,8125,7831.75,3409,5460.5,60300,6945,33831,1640,2279.25,7144.75,5520,6612,27940,5771
20109,19470,10386,4143,3803,30893,11853.25,9981,580,56277,21635,859,1160,1581,8425,7955.75,3435,5402,61233,6932,33107,1558,2261.5,7117.75,5407,6403,28657,6089
19818,18754,10236,4066,3940.5,30875.5,11253.5,10145.75,598.5,57269.25,21874,849,1155,1577,8514,7909.25,3576,5478.75,61014,6907,31605,1526,2317.25,7046.25,5306,6260,28127,6164
19441,17869,10274,3964,3979,30969,10671.75,10298.25,600.25,56865.5,21815,858,1174,1566,8445,7688.5,3478,5339.25,60641,6862,30231,1505,2284.25,6961.5,5179,6253,27433,6160
19263,17003,10290,3921,4024,30849.5,10493.5,10114.25,581.75,55529.25,21783,854,1165,1534,8457,7567,3378,5113.75,58292,7068,28938,1450,2215.75,6812,5100,6269,27177,6152
19175,16989,10394,3920,4016.5,30365,10711.25,9831,563,53706.25,21400,846,1139,1510,8232,7451,3327,5065.25,57162,7390,28708,1419,2156.75,6804.75,5180,6288,26636,5871
19210,17487,10629,3920,3953,30622.5,11299.25,9831.5,548.75,53132.5,21003,848,1131,1507,8162,7472.75,3214,5266.5,55938,7889,29251,1421,2150.5,6909.25,5352,6155,25882,5700
19518,18372,11146,4186,3918.5,32073.5,12403.5,9723.75,551.25,52761.75,21260,879,1184,1571,8003,7607.25,3328,5562,54204,7776,30091,1536,2224,7164.75,5641,6278,25474,5617
19944,19568,11356,4578,4030.5,34825,13685.75,10009.5,578.5,55798.25,22007,881,1188,1570,8059,7945.5,3387,5852.75,55232,7498,32379,1659,2428,7464.25,5986,6727,25967,5672
19952,19569,11358,4589,4173,34315.5,13988,10393.5,614,57761,21810,869,1168,1541,8077,7902.25,3399,5852.5,59801,7510,35017,1694,2528.5,7391.25,5891,6859,27896,6083
19362,19517,11147,4331,4885.5,32402,13427.75,10004.5,598.5,56052,21517,835,1136,1479,7910,7622.75,3320,5831.25,61024,7457,35440,1698,2515.75,7239.5,5695,6649,30158,6991
19101,19294,10840,4126,4263,30605.5,12853,9452.5,566,52871.5,20875,790,1097,1405,7764,7245,3232,5663,58694,7080,33698,1675,2503.75,6937,5471,6322,31221,7473
19133,19024,11030,4005,4417,28565,12268,9099,537.25,50547.25,19757,734,1047,1322,7441,6826.75,3078,5436.75,56197,7349,31226,1580,2437.75,6508,5404,5836,30980,7473
18673,18399,10927,3856,3911,26212.5,11698.75,9008,531.75,49341.5,18820,679,1001,1239,7213,6852.75,2925,5201.25,56732,7319,28822,1464,2272,6088.75,5149,5516,28977,7071
18234,18187,10585,3728,3684,24003,11134.25,8890.75,506.5,46961.5,17596,646,962,1180,6948,6499.5,2793,4950.25,57403,7784,26495,1370,2058.25,5837.25,4890,5030,26654,6624
17535,17863,10356,3709,3594.5,23487,10688,8475,477.5,44112,16665,614,942,1163,6614,6225.5,2694,4646.25,55487,7787,24237,1321,1837.75,5633.25,4682,4689,24537,6083
17154,17529,10192,3744,3470,22922,10185.5,7991,454.5,42699.75,16179,589,935,1137,6554,5974.25,2585,4492.75,54225,7414,22590,1277,1716.75,5533.75,4574,4573,22723,5508
16900,17330,10046,3673,3307.5,21686.5,9846.75,7750,442.5,41704.5,15860,586,931,1122,6586,5873,2613,4353,53313,7416,21650,1254,1631.75,5458.5,4512,4359,21414,5071
16427,17075,10033,3684,3192.5,20972,9707.5,7474,436.5,41622.75,15789,592,931,1128,6623,5776.25,2595,4267.25,50688,7417,21220,1222,1591.5,5503.5,4505,4272,20703,4778
16578,16658,10069,3647,3134,20562.5,9550,7435,430.5,41808,15888,609,949,1149,6741,5775.75,2611,4287,48970,7418,21060,1266,1576,5539,4573,4265,20316,4614
16616,16614,10170,3840,3086,20670,9743.75,7649.25,440.5,41696,16090,660,985,1205,6776,5940,2688,4391.25,48997,7418,21746,1288,1637.75,5639.5,4732,4466,20306,4528
16803,16500,10193,3685,3057,22501.5,9960.5,7870.75,448.75,41968.75,16315,697,1029,1264,7005,6196.25,2791,4635,49768,7418,23166,1358,1763,5791.5,4992,4713,20835,4526
17188,16812,10228,3744,3071,24669,10450.25,8029.75,467.25,43368,16770,741,1067,1336,7251,6569.75,2930,4863.75,50977,7419,24324,1450,1862.25,6084.5,5545,5252,21791,4681
17613,17468,10229,3992,3209,26839.5,10909.25,8346,482,46506,17916,809,1128,1450,7545,6910.5,3102,4955,52534,7397,26858,1517,2072.75,6279.75,5928,6069,22342,4759
18087,17925,10330,4188,3336.5,27591,11052,9012.25,512,49595.75,18904,841,1145,1495,7998,7115,3352,4939.25,55134,7695,29691,1579,2261.25,6314,6011,6814,23938,5051
18245,18242,10338,4277,3620.5,27726.5,10862.75,9673.5,545.75,52765.75,19483,834,1118,1494,8234,7183.75,3365,4896.5,57149,7671,30054,1558,2348.25,6315.75,5965,7144,24947,5390
18132,18619,10299,4306,3781.5,27996.5,10533.75,9956,577.25,55256,19866,821,1103,1479,8210,7119.75,3475,4961.5,57724,7714,29850,1549,2395,6276,5914,7349,24949,5642
17850,18601,10220,4260,3823,28543,10259,10059.75,581.75,55403.75,20068,814,1076,1464,8066,6907,3312,4938.75,57468,7563,29134,1470,2345.25,6245.5,5788,7328,24650,5775
17625,18338,10170,4355,3883,28524,9978.5,9817.75,553,54169,20039,818,1089,1444,8046,6704,3199,4853.75,54504,7534,27365,1389,2224.5,6195.5,5725,6736,24812,5826
17486,18358,10095,4314,3851,29464,9936.5,9544.25,535,53050.75,19607,818,1089,1469,7939,6697,3104,4886.25,53024,7744,27085,1371,2104.75,6272.75,5774,6659,24849,5512
17904,18554,10206,4117,3784.5,31857.5,10547.25,9430.25,531,51960,19345,854,1108,1492,7947,6806,3030,5101.5,51745,7750,27244,1393,2056.25,6443.25,5983,6596,24052,5263
18291,18790,10525,4257,3730,35851.5,11649.5,9492,531.25,51874.75,19609,907,1171,1579,7938,7026.75,3188,5461.75,50592,7522,27583,1496,2099.75,6741,6331,6481,23790,5178
18342,19495,10558,4650,3826,39291.5,13355.75,9935,554,54620.5,20619,928,1183,1625,8261,7498.25,3295,5827,52199,7717,29853,1615,2308.75,7162,6698,6936,24388,5197
18086,19380,10540,4628,4046,38711.5,13941.25,10361.75,588.25,57098,20944,901,1168,1603,8453,7686.75,3360,5916.75,58382,7040,32648,1708,2432.5,7144,6625,7301,26671,5650
18374,19245,10272,4315,4276.5,35803.5,13444,10074.75,582.25,55845,20940,876,1143,1546,8385,7516,3365,5903.5,61155,7514,33361,1729,2489,7037.25,6438,7219,29715,6685
18632,18917,9900,4137,4188,33324,12953.75,9695.25,559.5,53354.5,20581,811,1094,1460,8320,7187.25,3325,5786,59673,7757,32377,1680,2481.25,6735.5,6151,6906,31046,7179
18319,18329,10172,3923,3975.5,30821.5,12403.5,9226,532.25,51741.5,19727,747,1019,1353,8017,6919.25,3161,5550.75,57732,7745,30485,1601,2465.25,6295.5,5941,6576,30859,7290
18117,17789,10038,3743,3813,28060.5,11713.75,9189.25,527.5,51287.25,19077,685,941,1254,7969,7020.5,3035,5278,58131,7746,28120,1492,2285.75,5990,5580,5900,28715,6968
17538,17503,9744,3534,3590,25116,11045.25,8998,500.75,48584.75,18089,635,907,1185,7713,6676.5,2898,5016,58545,7398,25491,1423,2025.25,5721,5155,5560,26070,6464
17133,17071,9404,3682,3481,24787,10585.25,8535.75,473.5,45821,17309,613,886,1147,7476,6550.25,2797,4751.5,56866,7419,23474,1377,1802,5571,4930,5135,23887,5806
16740,17445,9282,3665,3326,24307,10218.75,8195,455.5,44849,17005,607,868,1123,7547,6373.5,2728,4634.25,56113,8177,22222,1350,1687,5509.5,4823,5016,22270,5304
16542,17262,9220,3619,3179.5,23634.5,10038.5,7949,445,44965.25,16818,603,863,1113,7512,6349.75,2803,4492.75,55914,7792,21604,1371,1635.75,5505.5,4797,4869,21547,4946
16439,17048,9321,3641,3026,23128.5,10024.5,7927.25,443.25,45875.75,16827,601,860,1130,7490,6294,2812,4464.5,54094,7414,21500,1370,1632,5581.25,4848,4834,21128,4739
16338,17232,9601,3698,2969.5,23074,10153,8080.5,450.75,47145.75,17250,654,901,1210,7668,6517.5,2898,4630.75,53738,7893,22191,1425,1673.5,5849.5,5041,4954,21235,4646
16727,17440,10441,3710,2926,24381.5,10678.75,8592.25,487.25,50185.5,18431,769,1026,1447,8215,7274,3109,5090.5,56887,7776,24627,1546,1836.75,6507.75,5599,5399,22126,4639
17830,19167,10957,4284,2959,29543.5,11855.75,9707.25,569.5,57527.25,21619,897,1159,1646,9365,8360,3616,5993.25,62606,8440,31090,1886,2287,7436,6200,6134,25740,4794
19343,20997,11060,4848,3080,35152.5,13750.5,10755.5,657.25,63027,23791,975,1245,1762,9847,9270,3841,6298.25,68641,9025,37375,2054,2562.25,8078.75,6644,7065,30794,5376
19528,21514,11080,5008,3256.5,37284.5,14880,11251.5,696.25,65810,25005,1025,1317,1791,10020,9669.75,3904,6148.75,71286,9224,42538,2105,2768,8352,6803,7585,33311,6288
19527,21481,11013,4995,3407.5,37145.5,14641,11646.75,706.25,66195.75,25505,1026,1328,1782,10153,9618.5,3984,5850.75,71773,9551,44803,2054,2820.25,8274.25,6701,7316,33947,7187
19164,20918,10924,5051,3598.5,34936.5,13270,11647.75,708.5,66622.5,25419,1024,1319,1783,10087,9509.75,3823,5694,70399,9494,44935,2021,2793,8097.75,6577,7170,33831,7447
19068,20321,10798,4903,3792.5,33431.5,11931,11630.5,713.25,67024.25,25037,994,1263,1743,9873,9371,3883,5587.5,70399,9100,44350,1970,2728.25,8044,6432,7086,33390,7318
19027,19440,10596,4815,3904.5,32500,11197.5,11364,701.5,66776.25,24880,1010,1234,1774,9873,9097,3843,5536.75,66973,9245,41964,1945,2777.25,7998.25,6354,6787,33369,7251
19260,18934,10508,4884,3930,31998.5,10960,11105.5,682.75,65965.5,24817,992,1198,1758,9936,9057,3793,5456,64767,9365,41646,1872,2691,7898.5,6301,6643,33533,6995
19306,19121,10513,4805,3921,32636,11312.25,10836.5,666,65475.75,24385,981,1197,1742,9654,9024.25,3716,5646.75,63742,9062,42161,1853,2630,7813,6369,6752,32910,6836
19116,19574,10523,4716,3855.5,33968,12304.25,10629,655,64379,24272,966,1187,1700,9600,9058.25,3649,6028.25,62140,9198,43068,1865,2581.5,7822.75,6407,6837,32416,6892
19078,19927,10904,4751,3855.5,37226.5,13808,10639.25,647.25,63561.5,24582,975,1237,1716,9540,9122,3756,6372.25,60480,8930,43087,1935,2629,7980,6602,7031,32466,6864
19114,20747,11013,5163,3963,40004.5,15525.5,11144.75,669.5,65661,25659,971,1238,1723,9748,9465.25,3880,6619.75,61773,9016,43705,2014,2814,8240.25,7029,7567,32934,6878
18983,20233,11046,5039,4257.5,40137,15747.5,11775.25,714.75,67274.25,25464,934,1211,1671,9701,9493,3885,6671.25,68091,9034,44319,2085,2893.5,8195.75,7001,7777,34324,7119
18649,19495,10883,4714,4534,38671.5,15142,11403.25,702.75,65802,25359,897,1177,1606,9690,9107.75,3846,6645,70133,8837,43749,2067,2914,8034.75,6726,7655,36507,7884
18587,19200,10602,4463,4379.5,36406,14430.75,10831.75,660.25,61973.25,24852,851,1139,1501,9438,8538.75,3752,6440.75,66846,8948,41233,2009,2863,7616.25,6455,7092,37212,8448
18322,18767,10678,4270,4213.5,33500,13702.25,10166.75,612.75,58107.5,23259,776,1074,1370,9051,8047.25,3526,6203.75,63695,8712,37690,1855,2784.75,7012.75,6232,6587,35939,8423
17548,18072,10442,4029,3972,29910.5,12841,10144,590.5,55494.75,21755,705,999,1247,8619,7900.5,3332,5921.75,63905,8219,33561,1728,2548.5,6579.25,5843,6076,32327,7993
16974,17221,10011,3812,3634.5,26836,12025,9850,560.25,52771.75,20342,647,951,1179,8201,7430.75,3196,5664,64420,8389,30412,1637,2267.75,6276,5141,5432,28785,7266
16475,16554,9756,3697,3407,26247.5,11389,9374.25,525.75,49887.75,19400,629,929,1146,7900,7174.5,3071,5364,62028,8778,27806,1575,2004.75,6051.75,4861,4950,26814,6411
16245,15921,9599,3654,3248,26067.5,10946,9036.75,500.75,48610.75,18842,600,919,1122,7996,6888.25,3006,5153.75,60916,7736,26131,1535,1850.75,5982.75,4736,4883,25082,5765
16254,15838,9475,3636,3088,25232,10712.25,8723,490.75,48410.75,18549,596,916,1118,7926,6816.75,3070,4988.75,60841,7897,25302,1529,1783,5942,4739,4805,24020,5334
16001,15776,9583,3555,3019,24713.5,10587.25,8663.25,492.5,49302.75,18548,606,924,1142,7933,6761,3052,4964.75,58905,8364,25007,1520,1776.5,6023.25,4790,4683,23622,5095
15855,16052,9831,3490,2946,24419,10613.5,8702.25,503,49888.75,18835,646,963,1215,8166,6945.75,3157,5102.25,58163,7938,25496,1576,1811.75,6245.5,4976,4904,23544,4975
16444,16415,10536,3695,2932,25698.5,11042.75,9300.5,534.75,52968.75,19791,763,1087,1438,8761,7590,3352,5486.5,60549,8129,27468,1719,1976,6852.5,5503,5341,24164,4964
17649,18301,10891,4181,2993,30539,12273.25,10416.25,603.5,59906.25,22357,891,1204,1629,9851,8690.75,3801,6257,65819,8258,33355,1983,2427,7624.5,6351,6185,27226,5067
18889,19859,10886,4802,3290,35648.5,14228.75,11482,684.25,64835,24286,981,1283,1744,10304,9574,3981,6564.75,71096,8505,39756,2150,2707.75,8195,6767,7059,32137,5566
19198,20141,10894,4969,3912.5,37657.5,15202.25,11874.75,714.5,66489,25445,1013,1322,1782,10323,9790.5,4033,6360.25,73401,9738,44559,2164,2875.75,8346.75,6814,8006,34634,6406
19021,20037,10960,4965,4273,37113.5,14306.5,11868.5,731.75,66268,25784,1011,1317,1765,10299,9586.5,4035,5989.25,73753,9684,46368,2040,2847.25,8190.25,6587,8052,35508,7297
18804,19582,10925,4985,4780.5,36074.5,12533.25,11878,731.75,66672.75,25741,999,1285,1769,10113,9295.75,3868,5729.75,72307,9650,45607,1962,2781,7963,6408,8014,35868,7530
18735,19196,10970,4933,4820,34696.5,11176,11729.5,731.25,67292.25,25846,965,1258,1721,9927,9146.5,3942,5599,70815,9597,44218,1889,2772.25,7810.5,6256,7961,35647,7371
18614,19053,10901,4849,4471.5,33746.5,10166.75,11361.5,719,67263,25852,970,1251,1713,9912,8861.5,3867,5551,68773,9512,41384,1847,2708.75,7815.75,6186,7786,35477,7282
18579,18770,10838,4828,4485,32890,9832.25,11049,703,66439.25,25889,962,1232,1675,9889,8747.75,3849,5534.75,66185,9065,40932,1807,2643.25,7693.25,6122,7453,35688,7048
18745,19439,10729,4738,4476.5,33050.5,10290.5,10922.75,681.75,65036.5,25133,954,1229,1666,9590,8645,3788,5713.25,64906,9379,42356,1774,2579.75,7630.75,6151,7557,35224,6900
19134,19582,10711,4631,4417,34946,11426.25,10463.5,661,63411,24923,940,1208,1650,9593,8712,3696,6106,62847,8616,42819,1789,2522.75,7660.5,6250,7587,34599,6991
19196,20078,10987,4648,4437,37488,13322.25,10369.75,653.75,62732.25,24907,956,1229,1670,9518,8991.5,3828,6344,61266,8647,42975,1902,2576.75,7866.75,6479,7630,34344,6969
19303,20882,10980,5023,4498,40362,15552.25,11064.5,676,65082.25,25754,967,1226,1711,9774,9486.5,3920,6625.25,63064,9189,43654,2012,2800.25,8176.75,6946,8064,34405,7043
19298,20616,10840,4936,4602,40790,15941.5,11771.25,726,67113.5,25515,932,1197,1670,9715,9564.25,3912,6701.5,68816,9578,45110,2084,2910,8159,7036,8219,35373,7252
19203,19500,10670,4618,4826,39933.5,15358.25,11469,715,65789.25,25458,903,1157,1606,9733,9245.25,3887,6653.25,71225,9335,44654,2084,2944,8022.75,6812,8024,37213,8003
18639,18629,10211,4383,4702,37382,14665.75,10892.5,667.75,62556.5,24770,847,1101,1507,9448,8700,3799,6460.75,68882,9012,42052,2015,2884.75,7628,6559,7397,37701,8549
18117,17957,10277,4200,4537.5,34283,13943.75,10407.75,624.25,59205.25,23305,777,1034,1373,9081,8093.75,3553,6209.5,65838,8336,38744,1890,2807.75,7036,6299,6778,36330,8490
17703,17137,10004,3946,4277,30741,13059.5,10303.75,602.25,56644.75,21693,724,946,1252,8704,7883.5,3350,5921,66249,8212,34763,1775,2579.5,6579.5,5865,6185,32741,8065
