Load_NO,Load_SE,Load_FI,Load_DK,Load_IE,Load_UK,Load_NL,Load_BE,Load_LU,Load_DE,Load_PL,Load_LV,Load_EE,Load_LT,Load_CZ,Load_AT,Load_SK,Load_HU,Load_FR,Load_CH,Load_IT,Load_SI,Load_HR,Load_RO,Load_BG,Load_GR,Load_ES,Load_PT
19381,18781,10733,4341,4352,37805,15016,11569.75,693.5,65211.25,24600,955,1216,1677,9691,9141.75,3638,6300.75,73150,7903,42296,1918,2525,7780,5783,6259,32704,7587
19574,19254,11111,4568,4366.5,39783,15311.75,11412.5,681.5,64728.25,24779,974,1262,1727,9542,9153.5,3711,6381,71310,8621,42040,1971,2586.5,7963,5970,6408,32844,7590
19643,19694,11091,5031,4465.5,42057,15992.25,11755.5,704.25,66642,25062,963,1250,1703,9521,9414.75,3709,6418.75,72702,7997,42906,2032,2789,8048.25,6128,6934,33396,7579
19634,19478,10995,4807,4715.5,40889.5,15645.75,11823.75,716.75,66774.75,24655,921,1228,1649,9331,9290.75,3650,6305.25,76145,7741,43142,2038,2788.75,7950.25,6062,7041,34851,7736
19261,19111,10801,4519,4846.5,39031,14923.5,11391.75,696,64925.75,24440,892,1197,1574,9195,8840.5,3588,6202,75975,8240,42526,2013,2793.25,7738.5,5790,6928,36700,8469
18793,17974,10547,4316,4666.5,36539.5,14221.5,10769.25,660.25,60700.5,23653,840,1141,1483,8813,8269,3510,6000,72687,8488,39966,1946,2706.75,7468.75,5535,6483,36987,8827
18619,17310,10644,4130,4471,33633.5,13436,10221.75,612.25,57336.75,22297,779,1076,1384,8287,7704.25,3307,5790,69299,7586,36821,1816,2641.5,6931.5,5324,6072,36024,8741
18116,16962,10425,3963,4212.5,30587,12697.5,10233.75,593,54420.75,20883,715,1005,1291,7775,7558,3108,5553.25,69107,7503,33378,1680,2450,6398.75,5072,5673,32996,8246
17600,16331,10059,3777,3922.5,27581,11982.25,10003,564.25,51352.5,19512,658,967,1212,7373,7166.75,2972,5319.75,68913,7470,30217,1580,2229.75,6131.5,4743,5144,29998,7676
17369,16109,9722,3666,3765.5,26949,11469.5,9521.25,537.25,48781.25,18435,628,939,1173,6943,6787.5,2863,5001.25,66430,7608,27622,1459,1974.25,5919.75,4478,4687,27950,6868
17117,16089,9513,3664,3589,26531,11047.25,9076.25,508.5,46640.5,17777,606,920,1145,6807,6566,2745,4760.25,65197,7638,25759,1451,1841.5,5786.5,4359,4572,25794,6108
16817,15942,9334,3583,3380.5,25185,10720,8740,493.5,45673.75,17382,594,911,1135,6793,6417,2779,4567,64146,7604,24955,1423,1754.75,5705.25,4184,4409,24227,5637
16722,15735,9277,3590,3241,24423.5,10598.25,8607.75,485.75,45102.5,17310,589,912,1140,6861,6307.5,2741,4483,61267,7616,24507,1417,1689.5,5731,4208,4310,23383,5361
16967,15531,9363,3551,3153,23713,10523,8481.25,484.75,44557,17260,606,917,1157,6902,6294,2755,4504.5,59506,7662,24496,1418,1690.25,5778.75,4291,4346,22953,5171
16744,15780,9536,3527,3111.5,23977,10568.5,8544.5,494.75,44396.25,17456,646,942,1222,6936,6486.5,2785,4581.75,59946,7686,25249,1464,1784.75,5885.25,4444,4585,22875,5092
16824,15751,9647,3579,3093.5,26043.5,10895,8767.5,506.75,45855,18329,700,985,1308,7218,6796.75,2903,4860.25,61466,7611,27700,1582,1996,6202.5,4731,4907,23528,5100
17390,16263,9831,3836,3206.5,28732.5,11631.5,9253.5,534.5,48682.5,19054,765,1026,1384,7555,7312.25,3023,5167.5,63707,7603,30908,1719,2137.25,6612.5,5241,5296,25253,5240
17961,16507,9846,4145,3402.5,31858,12541,9762.75,556.5,52112,20441,821,1081,1493,7943,7814.75,3210,5476.25,65914,7671,33642,1839,2344,7016,5591,5632,26951,5503
18448,16905,9940,4307,3615.5,34175,12864.25,10314.5,582,55477.75,21780,872,1120,1562,8440,8260.75,3428,5661.75,69016,7662,35483,1883,2495.75,7223,5628,5738,29243,5956
18795,17353,10127,4369,3899.5,34779,12319.25,10662.5,605.5,57457.75,22349,859,1131,1580,8733,8550.25,3438,5776,70639,7791,35543,1886,2520,7253.5,5574,5800,30448,6378
18793,17483,10116,4335,4092,34436,11232.25,10836.5,631.5,58473.75,22635,843,1128,1575,8831,8633.5,3598,5816.25,71323,7733,34468,1892,2546.25,7256.75,5498,5784,30027,6463
18579,17221,10154,4266,4146,34603,10362.5,10822.5,638.75,58467,22498,837,1112,1561,8816,8518.75,3498,5768,71660,7550,32895,1891,2521.75,7210.5,5344,5694,29351,6502
18332,16916,10062,4218,4163.5,34531.5,10071,10670.75,619,57285.25,22469,849,1113,1545,8850,8255.5,3396,5610,69466,7353,31675,1815,2443.75,6994.75,5251,5540,29371,6510
18326,16905,10119,4210,4156,34425.5,10407.25,10211.75,602,56343.75,21995,834,1107,1524,8686,8043.5,3293,5505.5,68537,7633,31411,1780,2348.5,6945.75,5266,5599,29192,6296
18413,17143,10432,4241,4073,34913,11432,9918,591.5,55812.5,21458,837,1140,1519,8503,7951.5,3225,5534,67476,8313,31237,1739,2330.25,7003.5,5419,5720,28540,6216
18572,17902,10767,4333,4058,36602.5,12827.5,9987,589.75,55827.5,21592,899,1183,1577,8390,7952,3330,5670.75,65815,8426,31647,1747,2379.75,7334.25,5680,6017,28308,6144
18927,18255,10838,4658,4151,39850.5,14281.75,10591.25,613.5,58996.5,22080,899,1184,1571,8493,8231,3395,5769.25,67114,8072,34196,1817,2540.75,7562.75,6144,6614,28657,6261
18915,17826,10673,4557,4446,39079,14420.25,11051.75,640.5,60110.5,21868,850,1162,1529,8359,8113.5,3368,5712.75,71322,7576,36140,1822,2575.5,7434,6013,6729,30561,6795
18624,17549,10300,4246,4581,36583,13851.25,10819.5,628.25,58279.25,21482,820,1120,1468,8148,7741.75,3309,5672.75,72198,7749,36328,1805,2565,7254,5759,6564,32547,7751
18103,16931,9908,4034,4379,34168.5,13295.5,10217,598,54706.25,20878,785,1075,1398,7981,7335,3211,5518.75,69609,7739,34184,1740,2487.75,6929.5,5540,6224,33291,8036
17607,16380,10071,3852,4139,31618,12630.25,9888.75,571.25,52439.5,19786,739,1024,1318,7652,6973.25,3043,5312.25,66919,7626,31591,1648,2430,6430.25,5424,5744,32944,7927
17308,16261,9913,3710,3907.5,28608,12016.5,9879,566.5,51478,18859,697,969,1238,7411,6932.75,2910,5064.75,67516,7608,29250,1523,2293.5,6078.25,5181,5330,30758,7486
17043,15414,9540,3604,3685,25897.5,11443.5,9810.75,543.25,49185,17664,647,926,1185,7127,6549,2764,4804.75,68020,7630,26913,1408,2073,5735.75,4862,4894,28365,7025
16485,15019,9214,3585,3572,25212.5,10881.5,9430.5,517.75,46470.75,16658,616,896,1132,6766,6274.5,2640,4513.25,66130,7708,24821,1356,1869.5,5560,4660,4512,25978,6405
16143,15086,9032,3541,3428.5,24460.5,10440,9102,489.25,44611.5,16004,594,875,1105,6688,6030,2558,4358,65055,7719,23026,1306,1736.75,5430.25,4508,4398,23904,5777
16116,14804,8868,3454,3255,23221.5,10160.75,8791.75,473.5,43401,15658,601,863,1094,6709,5983,2580,4218.5,64336,7747,21959,1274,1675.25,5340.75,4438,4277,22447,5314
15801,14543,8839,3344,3120,22091,9938,8583.75,465.75,42767.75,15371,603,853,1094,6707,5842.25,2538,4129.75,61815,7748,21474,1282,1634,5292.5,4442,4105,21607,4982
15810,14782,8875,3353,3035,21234.5,9879.25,8290.75,462.5,43159.25,15463,614,861,1124,6832,5879,2571,4159.5,60201,7428,21323,1278,1629.75,5346.25,4509,4131,21250,4802
15829,14595,9058,3329,3011.5,21128.5,9918,8344.25,471,42809.5,15547,651,890,1191,6862,6036.75,2620,4230.75,60437,7569,21962,1268,1681.25,5414.75,4623,4257,21283,4724
16226,14826,9155,3368,2979,22251.5,10112.5,8491,480,43915.25,16081,678,928,1252,7048,6270.25,2733,4468,61306,7571,23381,1365,1799.75,5583.5,4819,4380,21747,4734
16402,15346,9338,3569,3033.5,23724,10528.25,8766.25,501.25,45137.5,16392,713,966,1304,7304,6636.5,2866,4721.5,62763,7748,24738,1460,1912,5898.5,5314,4701,22655,4845
16445,15708,9427,3880,3170.5,26114,11235.25,9343.75,515,47971.5,17532,772,1029,1398,7646,7061,3083,5051.25,64558,7718,26811,1588,2090.75,6204.75,5761,5187,23409,4962
16816,15734,9518,4061,3308.5,28387.5,11855,9820.75,536.75,51930.25,18722,816,1074,1474,8153,7457.75,3337,5397.75,67369,7711,29354,1685,2275,6322,5888,5653,25448,5259
17428,15886,9671,4147,3557,29844.5,12196.25,10188.75,568.75,54430.5,19518,825,1084,1510,8488,7685.25,3371,5599.25,69016,7933,29877,1733,2378.25,6296.5,5918,5889,26968,5684
17844,16467,9699,4098,3789,30001.5,12442.5,10425,601.5,56412,19878,823,1077,1525,8590,7764.25,3510,5745.5,69449,7571,30193,1764,2452.5,6314,5896,6072,27255,5983
18161,16612,9714,4156,3955,30511.5,12704.25,10520.5,605.25,55917.75,19886,830,1078,1512,8440,7515.5,3340,5633.75,69144,7537,29951,1729,2406.75,6278.5,5782,6024,27194,6165
17437,16339,9668,4164,4033,30302.5,12685.75,10300.75,573.75,54556.75,20038,834,1080,1492,8402,7302.25,3196,5410.5,65495,7760,28183,1639,2280.25,6177,5681,5626,27677,6293
17484,16570,9675,4219,4014.5,30337,12700.5,10160.75,550.25,53625.25,19824,834,1075,1477,8277,7105.75,3122,5296.75,63502,7603,27911,1553,2136.75,6161.25,5696,5630,27774,6015
17692,16780,9849,4235,3953.5,31552,12806.25,10000.25,537.75,52564.25,19509,861,1100,1493,8234,7102.5,3066,5354,62103,7420,27725,1547,2102.75,6283,5809,5631,26987,5786
18040,17265,10153,4434,3944.5,34035.5,13168.25,10038.5,540.5,52893.25,19876,889,1146,1568,8243,7239.75,3210,5545.5,60844,7403,28040,1579,2135.75,6551.25,6130,5744,26600,5710
17941,17763,10169,4819,4085.5,36576,14165.75,10479.25,570.75,56805.75,20575,887,1145,1584,8495,7665,3297,5764.25,63083,7477,30490,1648,2363.5,6847.25,6399,6301,27287,5836
17795,17754,10186,4712,4311.5,35350.5,14326.5,10948.5,609.75,58704.5,20556,879,1112,1553,8611,7822,3325,5820.25,69382,7659,33159,1689,2456.75,6842,6308,6438,29431,6374
17801,17465,9977,4396,4485,33312,13733,10711.75,602,57155.5,20463,835,1080,1505,8545,7628,3328,5813,71523,7846,34272,1707,2485.75,6726,6095,6364,32042,7375
17403,17037,9635,4180,4361.5,31086.5,13215.5,10323,582.75,55401.75,19981,805,1032,1414,8409,7287.5,3262,5656.5,69416,7576,33194,1676,2477,6488.25,5825,6071,33314,7804
17141,16377,9921,3974,4400.5,28249,12673.25,9880,552.75,54568.75,19055,725,977,1294,8083,6897.5,3081,5412.25,66838,7670,31231,1586,2482.5,6022.25,5591,5667,33176,7896
16742,15633,9809,3832,3964.5,24917,11956,9591.25,552.75,54149.5,18284,682,906,1194,7978,6979,2955,5133.25,66658,7536,28695,1519,2313.25,5700.5,5259,5238,30950,7503
16524,15067,9411,3720,3659,21957,11261.5,9420.5,527,51521.25,17160,628,878,1110,7682,6683.5,2828,4854,66677,7671,25963,1442,2047.75,5438.5,4862,4751,28013,6947
16087,14911,9158,3709,3516.5,21719.5,10870.5,8914,499.5,50663,16297,590,857,1103,7499,6585,2769,4575.75,64791,7747,23484,1359,1830.25,5293,4615,4320,25366,6259
15867,14508,9025,3730,3353,21650,10314.5,8535.75,477.75,48918,15821,584,845,1097,7574,6297.25,2687,4449.25,63862,8022,22066,1354,1694.25,5196,4484,4215,23616,5630
15725,14330,8930,3663,3160,20757,10088.25,8310,467,48647.5,15609,582,831,1095,7472,6258.25,2744,4325.5,63618,8021,21567,1339,1612.5,5182.75,4439,4118,22668,5231
15734,14479,9029,3637,3048.5,20251,10101.75,8189.25,464.25,49165.75,15729,601,836,1109,7423,6233,2741,4280.25,61650,8023,21545,1336,1580.25,5260.75,4499,4089,22284,4986
15835,14853,9272,3537,2988,19958,10193.75,8245.75,472.5,50860,16178,655,861,1190,7592,6458.75,2849,4451.5,60918,8112,22147,1405,1624.25,5501.25,4679,4265,22378,4861
16323,15953,9848,3715,2986.5,21692,10606.5,8699.75,504.75,53976.75,17493,755,980,1422,8102,7136.75,3083,4898.75,63676,7661,24526,1533,1793.75,6180.25,5191,4839,23279,4828
17604,17813,10224,4283,3037,26778.5,11632.75,9841,585.75,60703.75,20577,904,1109,1622,9238,8345.75,3580,5809.5,69039,8413,31225,1873,2225.25,7064.5,5766,5707,26882,4989
19085,19250,10412,4796,3314.5,32821,13326,10791.25,663.75,66200.25,22690,1021,1213,1757,9800,9363.5,3802,6156.25,74808,7912,37914,2080,2531,7646,6329,6305,32099,5555
19246,19046,10296,5068,3900.5,34945.5,14403.5,11471.25,704.25,69136.5,24033,1036,1246,1807,9951,9800.25,3903,6096.25,77110,9206,42937,2098,2674,7862.5,6585,6814,34902,6449
19036,19040,10384,5129,4290.5,35462,14187.75,11642.5,725.5,69420.5,24663,1045,1253,1814,10079,9885.5,3981,6044.5,77667,8100,45104,2043,2685.25,7794.5,6534,6879,35595,7484
18923,18897,10347,5053,4418.5,34843.5,13703,11592,736.5,70115.25,24803,1030,1237,1809,10118,9772.75,3842,6037,77131,8124,44153,2059,2625.25,7613.25,6464,6914,35374,7903
18688,18734,10232,4968,4468.5,33432.5,13397,11481.5,753.25,70402.5,25277,990,1209,1788,10032,9680,3971,6060,76113,8510,42696,2002,2630.25,7519.25,6314,6976,34404,7862
18556,18472,10119,4863,4457,32764.5,12777.75,11084.25,742.5,70420.75,25521,1001,1229,1793,10042,9341,3972,6167,74080,7823,40270,1977,2590.75,7452,6249,6999,33855,7828
18378,18128,10096,4824,4452.5,32736,12516.75,11047.25,718.75,69989.5,25488,985,1204,1756,10076,9205.75,3896,6224.75,71600,7783,40348,1873,2518.25,7306.25,6184,6789,33559,7589
18312,18166,10092,4726,4450.5,32976,12852.75,10985.75,693.25,68249.25,24774,960,1191,1723,9820,9202.75,3848,6222.75,70811,7969,41658,1803,2443.75,7228.75,6159,6777,32994,7428
18507,18301,10304,4722,4399.5,34818.5,13545.25,10963,675,67914,24313,952,1176,1691,9735,9210.5,3732,6294.75,69328,7614,42217,1756,2405.75,7282.75,6187,6612,32421,7504
18764,18707,10540,4800,4461.5,37834,14471.75,11074.25,669,67081.5,24357,969,1205,1712,9574,9235,3811,6379.5,67694,7864,42189,1868,2467.75,7568.5,6272,6657,32520,7424
19077,19225,10567,5172,4554.5,40700,15714.5,11635,684.5,68426.25,24790,978,1190,1713,9648,9504.5,3811,6463,69233,7504,43073,1999,2684.5,7832.25,6553,7178,33462,7510
19065,18790,10592,5064,4825.5,40274,15659,12090.75,716.75,69048,24371,930,1158,1662,9514,9405,3757,6417.5,74618,7591,43545,2058,2744.75,7786.25,6566,7335,35183,7729
18854,18452,10417,4802,4939.5,38177,15048,11666.5,700.5,67250.75,24223,893,1119,1603,9401,8988.5,3733,6352.25,75907,7479,42949,2038,2762.5,7651,6350,7272,37040,8535
18710,17956,10079,4500,4784.5,35257,14307.5,10995.75,658.25,64070.25,23513,832,1068,1511,9070,8423.5,3616,6115.5,72054,7466,40615,1957,2695.5,7259.75,6095,6809,38018,8982
18624,17437,10152,4383,4569,31697.5,13505.25,10404.5,611,61634.25,22014,759,1004,1377,8566,7829,3395,5884,68178,7615,37591,1842,2632.25,6751.75,5901,6247,37033,8911
18275,16929,9929,4037,4334.5,27813.5,12583,10228.75,590,58407.5,20501,696,921,1258,8118,7654.75,3174,5607.5,67783,7664,33625,1712,2410,6300.25,5525,5767,33417,8466
17698,16371,9517,3905,3952.5,24204,11754.25,10035.5,560.25,55564.25,19094,638,877,1185,7699,7163.5,3039,5352.25,67845,7575,30508,1562,2145.5,6005.5,5094,5155,29795,7780
17194,15652,9238,3780,3637.5,23248.5,11109.5,9464.5,533.5,52427,18120,608,853,1164,7388,6915.5,2921,5035.5,65423,7638,28425,1483,1895.25,5811.5,4819,4709,27504,6884
16918,15462,9082,3833,3468.5,23104,10919.25,9018.25,507,50315.5,17433,592,847,1137,7480,6626.5,2829,4830,64015,7831,26597,1436,1747,5705,4691,4591,25536,6078
16644,15363,8958,3770,3307,22015.5,10620,8941.75,493.5,49792.75,17162,575,843,1131,7335,6452.25,2856,4655,63571,7846,25622,1417,1686.75,5635.5,4655,4464,24410,5642
16520,15429,8973,3702,3181,21211,10440.75,8704.75,491,49731.75,17184,588,849,1137,7313,6427,2838,4594.75,61261,7994,25443,1394,1668.25,5694.75,4665,4430,23889,5357
16478,15798,9223,3661,3103.5,20740.5,10419.5,8861.75,501.5,50667,17681,632,876,1205,7473,6510.25,2923,4752.75,60194,8062,26029,1473,1702.25,5942.25,4851,4573,23901,5256
16871,16386,9944,3819,3103,22071,10759,9284.75,537,53745,18638,741,992,1419,8033,7145.5,3127,5121.5,62122,7254,28082,1583,1858.25,6543.25,5298,5112,24630,5205
18474,17844,10366,4377,3153.5,26473,11813.75,10369.5,606.5,59677,21354,878,1119,1604,9167,8224.75,3573,5879,66781,8637,33867,1917,2261.5,7353,5824,5942,27778,5341
19714,19279,10539,4890,3425,31908.5,13492.5,11250.25,684.75,65881.5,22907,963,1209,1720,9613,9068.25,3752,6147.5,71681,8108,40267,2078,2558.25,7919.75,6336,6505,32672,5807
19851,19591,10464,5118,4011.5,33756.5,14632.25,11598,727,67993.25,23899,1000,1246,1746,9729,9446.5,3779,6024.25,73482,7631,44708,2050,2653.5,8283.75,6529,7061,35449,6585
19985,19838,10485,5173,4368,34399.5,14903,11885.25,746.5,68356.25,24286,993,1224,1713,9771,9414,3834,5696.25,74048,8587,45669,1964,2653.75,8221.75,6427,7253,35859,7563
19619,19807,10476,5074,4461,33213,14342.5,11815.75,757.25,69310,24246,987,1196,1682,9751,9399.75,3710,5525,73061,7988,43811,1891,2585.5,8069.25,6271,7405,35143,7969
19131,19738,10380,5179,4461.5,32007,14274,11442.25,768.5,70300.5,24381,964,1179,1662,9698,9363.25,3761,5474,71760,7823,42466,1792,2588.75,7945.75,6102,7446,34122,7877
19168,19368,10342,5104,4425.5,31758.5,14316.5,11215.5,758.75,70446.5,24662,999,1186,1661,9773,9107.5,3757,5549.75,69748,8436,40132,1769,2537,7878.75,6056,7338,33349,7805
19131,19422,10256,5126,4395.5,31270.5,13972.25,11652.5,738.25,69399.5,24527,977,1173,1653,9882,9028.75,3698,5648.25,67155,7848,39765,1731,2460.5,7690,6040,7073,33037,7523
19278,19350,10234,5033,4378,31349.5,13621,11616.75,722.5,68478.5,24116,981,1179,1644,9631,8976.5,3634,5794,66214,7842,40608,1690,2401.25,7573,6105,6999,32402,7391
19470,19444,10316,4867,4340,32964,13972,11479.5,704.75,67220.25,23828,975,1186,1638,9629,8976.75,3561,5976,64781,8333,41423,1726,2390.75,7575.75,6127,6909,31989,7472
19646,19860,10576,4959,4392,36001,14575.75,11398.75,697.5,66466.75,23933,1002,1222,1692,9515,9062.75,3683,6172.5,63355,7440,41899,1831,2469,7792.5,6288,6953,32110,7448
19472,20717,10555,5371,4510.5,39155,15702,11599,714.25,68215.25,24491,970,1211,1710,9580,9258.75,3746,6362,64400,7715,43057,1962,2674,8006,6616,7461,32749,7544
19299,20523,10510,5142,4790,38799.5,15592.75,11803.5,737.25,68160.25,24268,944,1176,1660,9480,9181.5,3727,6339.25,69388,7080,43818,2020,2698,7944.5,6574,7546,34578,7772
19268,20132,10339,4870,4936,36676,14954.5,11527,716.75,66432.75,24180,905,1144,1599,9444,8834.75,3665,6268,70461,7933,43293,2020,2722.75,7739,6337,7464,37051,8503
19044,19363,9947,4640,4813.5,33900,14295.5,11012.5,670.25,63205.75,23512,853,1108,1502,9074,8314.25,3567,6044.75,67007,7737,40909,1941,2696.25,7311,6053,6955,38187,9043
18593,18536,10023,4462,4593,30470.5,13446,10226.25,616,59833.5,22001,778,1028,1369,8533,7779.25,3312,5832,63647,7584,37738,1809,2617.75,6700,5796,6469,37155,9013
17992,17446,9764,4319,4338,26708.5,12560.25,10142.25,592,56914.25,20524,711,948,1255,8101,7549.75,3124,5590,63371,7231,33873,1693,2407,6261.5,5405,5882,33656,8593
17501,16782,9354,4071,3956.5,23501,11803.75,10043.5,553.75,53795.75,19088,655,904,1199,7599,7067.5,2972,5307.5,63424,7314,30643,1580,2147.25,6013,4964,5152,29866,7994
17033,16411,9083,3819,3712.5,22933.5,11320,9535,519.5,51215.75,18140,619,881,1165,7325,6835,2865,4965.75,61104,7620,28070,1500,1902.25,5815,4768,4692,27686,7046
16794,16023,8947,3822,3475.5,22760.5,10847.5,9142.5,496.25,49164.25,17460,608,871,1153,7363,6564,2748,4751.25,59631,7459,26606,1478,1755,5710.25,4648,4551,25723,6236
16766,15848,8896,3759,3309,21842,10553.75,8827.5,484.25,48016.25,17100,598,863,1126,7250,6449.25,2769,4569,59143,7417,25718,1462,1674.5,5689.25,4578,4436,24554,5746
16727,15717,8977,3669,3191,21072.5,10402.25,8599.75,486.5,48136.25,16990,610,868,1134,7195,6372.25,2751,4502.5,56909,7311,25620,1452,1674.25,5754.25,4648,4474,24042,5435
16784,15785,9260,3714,3144,20646.5,10409.25,8668.25,493.25,49769.25,17483,651,884,1192,7351,6512.25,2832,4655.75,56118,7297,25894,1486,1712.25,5965.5,4813,4668,23956,5301
17112,16521,9967,3795,3111.5,21782,10802.75,9164,522.75,52676.75,18458,767,1018,1410,7887,7192,3031,5056.5,58309,7697,27926,1643,1890.25,6464.5,5212,5175,24704,5265
18442,18278,10374,4401,3142,26153,11890,10248.25,593.5,60015,21035,886,1152,1590,8967,8253.75,3495,5803.75,63417,7625,33615,1944,2285.75,7224.75,5749,6071,27831,5375
20070,19839,10464,5000,3441,31096.5,13536.25,11158.5,679,65086.5,22765,972,1223,1715,9435,9138,3686,6061.75,68515,8036,39942,2079,2521.75,7793.5,6186,6455,32818,5884
20261,19929,10417,5069,4032.5,33314.5,14545,11500.25,718,67925,23664,1013,1281,1765,9569,9437.75,3750,5924.25,70598,7972,43984,2085,2660.75,7987.5,6328,6582,35449,6742
20197,19818,10388,5075,4355.5,33556.5,14404.75,11685.75,732.25,68682.5,24134,1014,1285,1761,9725,9471.25,3788,5773,71097,7657,44805,1992,2644.5,7823,6221,6707,35680,7671
20061,19583,10360,5012,4408,32530,14054,11705.5,740.75,69651.25,23967,1003,1271,1750,9737,9526.25,3652,5679.75,70782,8192,43665,1908,2575.5,7683.5,6109,6720,34871,7933
19751,19280,10265,5015,4417,32736,14180.75,11778.75,744.75,70034.75,24261,982,1243,1721,9704,9499.25,3743,5724.25,70520,7675,42576,1829,2548.5,7561,5862,6543,33534,7816
19562,19131,10167,4918,4425,33087.5,14270,11321,739.75,69564,24423,987,1246,1721,9747,9274.25,3727,5895.5,69066,8543,40721,1798,2506.75,7612.5,5744,6384,32970,7780
19352,19065,10100,4888,4445.5,33446,14094.75,11117.25,723,68632.25,24367,993,1226,1706,9781,9070.5,3702,6054,66515,7619,40440,1762,2454.75,7442.25,5643,6039,32581,7503
19332,19101,10075,4868,4420.5,33714.5,13887.5,10884.25,700.25,67417.5,23900,994,1224,1695,9495,8889.5,3664,6085.5,66180,7623,41309,1712,2398.25,7379.75,5639,6099,32185,7343
19520,19108,10209,4812,4365,34762,14325.5,11070,686.25,67913.25,23537,975,1219,1686,9463,8990.5,3580,6099.75,64990,7179,42194,1749,2376,7446.25,5721,6191,31826,7492
19970,19274,10495,4962,4393.5,36509,14835.25,11071,680.5,67387,23710,977,1245,1711,9374,9051.5,3686,6185.75,63445,8285,42278,1825,2422,7704.5,5967,6603,31960,7392
20185,19717,10501,5303,4489.5,39146.5,15803.25,11485.25,704.75,69447,24287,977,1213,1700,9524,9293,3741,6338.25,64313,7578,43421,1939,2623.75,7978.25,6408,7221,32715,7459
19937,19872,10520,5191,4741.5,38581,15537.75,11718,740.25,70654,24072,944,1183,1647,9303,9170.25,3709,6313.5,69671,8089,44036,2000,2703.25,7957.5,6332,7457,34471,7690
19742,19605,10344,4869,4904.5,36765.5,14901.25,11317.5,717.75,68318,24021,907,1157,1585,9280,8796.5,3674,6266.5,70905,7303,43367,2011,2711.25,7777.75,6100,7402,36862,8510
19635,18952,9884,4574,4726,34138.5,14225.75,10806.5,672.5,65214,23299,845,1093,1491,9017,8264,3556,6057.25,67349,7202,41188,1950,2652.75,7380.25,5827,6964,37816,9035
19383,18454,9934,4327,4982,30792.5,13433.5,10306.75,621.25,61979.5,21824,773,1022,1362,8566,7692.25,3321,5811.25,63761,7298,38259,1819,2584,6794.25,5649,6415,36723,8942
18987,17917,9673,3930,4280.5,27261,12595.75,10169.5,596.5,58581.75,20369,701,955,1234,8164,7557,3131,5558.5,63317,7486,32523,1678,2389.75,6340.25,5276,5874,33497,8536
18448,17283,9270,3868,3926.5,23958.5,11746.5,9911,557,55237.25,18966,647,904,1159,7709,7156.25,2992,5283.25,63327,7752,30808,1587,2161,6006.25,4895,5237,29921,7930
18015,16194,9034,3764,3693.5,23371,11233.25,9231.75,522,53081.75,17993,618,885,1120,7369,6849.5,2859,4929,61054,7725,27607,1484,1898,5821.25,4649,4778,27709,6999
17805,16088,8933,3934,3493,23028.5,10698.25,8813.5,497.5,51584.25,17439,614,870,1112,7390,6599.75,2772,4707,59782,7484,26195,1451,1732.5,5682.5,4545,4702,25708,6212
17724,15861,8869,3928,3299,22134,10367.75,8427.25,487.75,50646.75,17088,606,871,1106,7220,6446.5,2788,4543.5,59549,7479,25224,1433,1660,5665.5,4477,4588,24478,5732
17758,15740,8899,3680,3179,21522.5,10227.25,8312.75,483.25,50881.75,17189,619,894,1123,7191,6410,2763,4492.5,57433,7587,25195,1443,1651.5,5734.25,4524,4522,23927,5425
17847,16192,9213,3642,3095,21164,10215.25,8402,492.5,52254.5,17606,659,922,1195,7329,6603.5,2869,4634.5,56464,7587,25609,1496,1700.5,5916.5,4666,4655,23961,5270
18383,17168,9957,3831,3090,22189,10683.5,8858.75,524,54888.5,18442,776,1037,1407,7882,7209.25,3075,5017.5,58695,6863,27499,1607,1865.25,6418,5109,5223,24615,5196
19697,19014,10355,4282,3133.5,26752.5,11839.75,9841.75,592.75,61390.5,21067,906,1158,1591,8981,8356.25,3466,5799.75,64023,8014,33147,1913,2253.75,7197.75,5609,5963,27770,5318
21125,20498,10463,4938,3431.5,31813.5,13430,10808.5,669,66327.5,22696,1003,1245,1726,9434,9252,3625,6083.5,69302,8370,39599,2059,2521.25,7643.25,6063,6291,32642,5837
21429,20791,10334,5003,4009.5,34027,14494.25,11258.75,709,68523.25,23705,1016,1277,1752,9616,9682.75,3681,5920.75,70822,8060,43343,2048,2650.5,7746.5,6099,6369,35234,6680
21163,20460,10254,4999,4336,34326.5,14739,11394,730,69313.5,24142,1011,1272,1739,9738,9857.75,3746,5639.75,70822,7962,44005,1973,2655.5,7691.5,5876,6380,35518,7613
20668,20408,10297,4945,4388,33270.5,14316.25,11412.75,742.25,69802.75,24134,1006,1268,1738,9727,9979.25,3608,5477.5,69377,7879,42880,1934,2568,7590.5,5739,6294,34687,7889
20354,19923,10212,4750,4448,32685,14015.5,11536.5,746.75,70631.75,24538,976,1246,1715,9645,10012.25,3701,5469,69109,8060,41937,1920,2607.75,7577.5,5565,6243,33331,7743
20111,19404,10100,4610,4443,33120.5,14137.75,11207.25,740.25,70662.5,24552,982,1255,1717,9701,9870.25,3712,5661,67104,7677,39450,1886,2532,7574.25,5523,6213,32668,7631
20163,19352,9958,4613,4443.5,33063,14310.75,11087.5,724.75,69677.75,24791,991,1230,1698,9689,9836.75,3686,5801,65249,7500,39507,1818,2448.5,7404.25,5530,6034,32319,7415
